buenos ,Año,Titulo,Serie/Pelicula,Día de la semana,Palabra 1,Palabra 2,Palabra 3,Palabra 4,Palabra 5,Palabra 6,Palabra 7,Palabra 8,Palabra 9,Palabra 10,Palabra 11,Palabra 12,Palabra 13,Palabra 14,Palabra 15,Palabra 16,Palabra 17,Palabra 18,Palabra 19,Palabra 20,Palabra 21,Palabra 22,Palabra 23
14/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 8,Serie,lunes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,8,,,,,,,
14/02/2022,2022,"Inventando a Anna: Miniserie: Dos pájaros, un trono",Serie,lunes,Inventando,a,Anna:,Miniserie:,Dos,"pájaros,",un,trono,,,,,,,,,,,,,,,
13/02/2022,2022,Inventando a Anna: Miniserie: El diablo viste a la moda,Serie,domingo,Inventando,a,Anna:,Miniserie:,El,diablo,viste,a,la,moda,,,,,,,,,,,,,
13/02/2022,2022,Inventando a Anna: Miniserie: La vida de los vips,Serie,domingo,Inventando,a,Anna:,Miniserie:,La,vida,de,los,vips,,,,,,,,,,,,,,
13/02/2022,2022,El estafador de Tinder,Película,domingo,El,estafador,de,Tinder,,,,,,,,,,,,,,,,,,,
10/02/2022,2022,The Crown: Temporada 4: El Balmoral,Serie,jueves,The,Crown:,Temporada,4:,El,Balmoral,,,,,,,,,,,,,,,,,
10/02/2022,2022,The Crown: Temporada 4: Cuento de hadas,Serie,jueves,The,Crown:,Temporada,4:,Cuento,de,hadas,,,,,,,,,,,,,,,,
06/02/2022,2022,Estamos muertos: Temporada 1: Episodio 1,Serie,domingo,Estamos,muertos:,Temporada,1:,Episodio,1,,,,,,,,,,,,,,,,,
06/02/2022,2022,Estamos muertos: Temporada 1: Episodio 12,Serie,domingo,Estamos,muertos:,Temporada,1:,Episodio,12,,,,,,,,,,,,,,,,,
06/02/2022,2022,Estamos muertos: Temporada 1: Episodio 11,Serie,domingo,Estamos,muertos:,Temporada,1:,Episodio,11,,,,,,,,,,,,,,,,,
06/02/2022,2022,Estamos muertos: Temporada 1: Episodio 10,Serie,domingo,Estamos,muertos:,Temporada,1:,Episodio,10,,,,,,,,,,,,,,,,,
05/02/2022,2022,Estamos muertos: Temporada 1: Episodio 9,Serie,sábado,Estamos,muertos:,Temporada,1:,Episodio,9,,,,,,,,,,,,,,,,,
05/02/2022,2022,Estamos muertos: Temporada 1: Episodio 8,Serie,sábado,Estamos,muertos:,Temporada,1:,Episodio,8,,,,,,,,,,,,,,,,,
05/02/2022,2022,Estamos muertos: Temporada 1: Episodio 7,Serie,sábado,Estamos,muertos:,Temporada,1:,Episodio,7,,,,,,,,,,,,,,,,,
05/02/2022,2022,Estamos muertos: Temporada 1: Episodio 6,Serie,sábado,Estamos,muertos:,Temporada,1:,Episodio,6,,,,,,,,,,,,,,,,,
04/02/2022,2022,Estamos muertos: Temporada 1: Episodio 5,Serie,viernes,Estamos,muertos:,Temporada,1:,Episodio,5,,,,,,,,,,,,,,,,,
04/02/2022,2022,Estamos muertos: Temporada 1: Episodio 4,Serie,viernes,Estamos,muertos:,Temporada,1:,Episodio,4,,,,,,,,,,,,,,,,,
03/02/2022,2022,Vikingos: Temporada 6: Todos en altamar,Serie,jueves,Vikingos:,Temporada,6:,Todos,en,altamar,,,,,,,,,,,,,,,,,
03/02/2022,2022,Estamos muertos: Temporada 1: Episodio 3,Serie,jueves,Estamos,muertos:,Temporada,1:,Episodio,3,,,,,,,,,,,,,,,,,
01/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 7,Serie,martes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,7,,,,,,,
01/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 6,Serie,martes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,6,,,,,,,
01/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 5,Serie,martes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,5,,,,,,,
01/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 4,Serie,martes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,4,,,,,,,
01/02/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 3,Serie,martes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,3,,,,,,,
01/02/2022,2022,Estamos muertos: Temporada 1: Episodio 2,Serie,martes,Estamos,muertos:,Temporada,1:,Episodio,2,,,,,,,,,,,,,,,,,
31/01/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 2,Serie,lunes,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,2,,,,,,,
31/01/2022,2022,The Crown: Temporada 4: Protector de monarcas,Serie,lunes,The,Crown:,Temporada,4:,Protector,de,monarcas,,,,,,,,,,,,,,,,
30/01/2022,2022,La mujer de la casa de enfrente de la chica en la ventana: Miniserie: Episodio 1,Serie,domingo,La,mujer,de,la,casa,de,enfrente,de,la,chica,en,la,ventana:,Miniserie:,Episodio,1,,,,,,,
30/01/2022,2022,Pose: Temporada 2: Mariposa/Capullo,Serie,domingo,Pose:,Temporada,2:,Mariposa/Capullo,,,,,,,,,,,,,,,,,,,
27/01/2022,2022,Quédate cerca: Miniserie: Episodio 1,Serie,jueves,Quédate,cerca:,Miniserie:,Episodio,1,,,,,,,,,,,,,,,,,,
26/01/2022,2022,Terremoto: La falla de San Andrés,Película,miércoles,Terremoto:,La,falla,de,San,Andrés,,,,,,,,,,,,,,,,,
25/01/2022,2022,El juego del calamar: Temporada 1: Un día de suerte,Serie,martes,El,juego,del,calamar:,Temporada,1:,Un,día,de,suerte,,,,,,,,,,,,,
25/01/2022,2022,El juego del calamar: Temporada 1: El líder,Serie,martes,El,juego,del,calamar:,Temporada,1:,El,líder,,,,,,,,,,,,,,,
25/01/2022,2022,El juego del calamar: Temporada 1: Los VIP,Serie,martes,El,juego,del,calamar:,Temporada,1:,Los,VIP,,,,,,,,,,,,,,,
25/01/2022,2022,El juego del calamar: Temporada 1: Gganbu,Serie,martes,El,juego,del,calamar:,Temporada,1:,Gganbu,,,,,,,,,,,,,,,,
24/01/2022,2022,El juego del calamar: Temporada 1: Un mundo justo,Serie,lunes,El,juego,del,calamar:,Temporada,1:,Un,mundo,justo,,,,,,,,,,,,,,
22/01/2022,2022,El juego del calamar: Temporada 1: No abandones el equipo,Serie,sábado,El,juego,del,calamar:,Temporada,1:,No,abandones,el,equipo,,,,,,,,,,,,,
22/01/2022,2022,El juego del calamar: Temporada 1: El hombre del paraguas,Serie,sábado,El,juego,del,calamar:,Temporada,1:,El,hombre,del,paraguas,,,,,,,,,,,,,
21/01/2022,2022,Utopía,Película,viernes,Utopía,,,,,,,,,,,,,,,,,,,,,,
21/01/2022,2022,Scream: ¿Quieres jugar?,Película,viernes,Scream:,¿Quieres,jugar?,,,,,,,,,,,,,,,,,,,,
21/01/2022,2022,"Scream: Hola, Emma",Película,viernes,Scream:,"Hola,",Emma,,,,,,,,,,,,,,,,,,,,
21/01/2022,2022,Scream: Piloto,Película,viernes,Scream:,Piloto,,,,,,,,,,,,,,,,,,,,,
19/01/2022,2022,La divina gula: Platos de a kilo,Película,miércoles,La,divina,gula:,Platos,de,a,kilo,,,,,,,,,,,,,,,,
19/01/2022,2022,La divina gula: Postres pecadores,Película,miércoles,La,divina,gula:,Postres,pecadores,,,,,,,,,,,,,,,,,,
19/01/2022,2022,La divina gula: Papitas preparadas,Película,miércoles,La,divina,gula:,Papitas,preparadas,,,,,,,,,,,,,,,,,,
19/01/2022,2022,La divina gula: Micheladas,Película,miércoles,La,divina,gula:,Micheladas,,,,,,,,,,,,,,,,,,,
19/01/2022,2022,Malcolm y Marie,Película,miércoles,Malcolm,y,Marie,,,,,,,,,,,,,,,,,,,,
19/01/2022,2022,La fotocopiadora,Película,miércoles,La,fotocopiadora,,,,,,,,,,,,,,,,,,,,,
19/01/2022,2022,The Crown: Temporada 3: Grito de amor,Serie,miércoles,The,Crown:,Temporada,3:,Grito,de,amor,,,,,,,,,,,,,,,,
19/01/2022,2022,Archivo 81: Lo que hay más allá,Película,miércoles,Archivo,81:,Lo,que,hay,más,allá,,,,,,,,,,,,,,,,
19/01/2022,2022,Archivo 81: El barquero,Película,miércoles,Archivo,81:,El,barquero,,,,,,,,,,,,,,,,,,,
18/01/2022,2022,Clickbait: Miniserie: El hermano,Serie,martes,Clickbait:,Miniserie:,El,hermano,,,,,,,,,,,,,,,,,,,
18/01/2022,2022,Clickbait: Miniserie: El periodista,Serie,martes,Clickbait:,Miniserie:,El,periodista,,,,,,,,,,,,,,,,,,,
18/01/2022,2022,Queer Eye: Temporada 6: Careo en el Broken Spoke,Serie,martes,Queer,Eye:,Temporada,6:,Careo,en,el,Broken,Spoke,,,,,,,,,,,,,,
18/01/2022,2022,Archivo 81: El círculo,Película,martes,Archivo,81:,El,círculo,,,,,,,,,,,,,,,,,,,
17/01/2022,2022,Archivo 81: A través del espejo,Película,lunes,Archivo,81:,A,través,del,espejo,,,,,,,,,,,,,,,,,
16/01/2022,2022,Archivo 81: Artistas médiums,Película,domingo,Archivo,81:,Artistas,médiums,,,,,,,,,,,,,,,,,,,
16/01/2022,2022,Archivo 81: Terror en los pasillos,Película,domingo,Archivo,81:,Terror,en,los,pasillos,,,,,,,,,,,,,,,,,
16/01/2022,2022,Archivo 81: Wellspring,Película,domingo,Archivo,81:,Wellspring,,,,,,,,,,,,,,,,,,,,
16/01/2022,2022,Archivo 81: Señales misteriosas,Película,domingo,Archivo,81:,Señales,misteriosas,,,,,,,,,,,,,,,,,,,
15/01/2022,2022,El silencio,Película,sábado,El,silencio,,,,,,,,,,,,,,,,,,,,,
15/01/2022,2022,Impúdica,Película,sábado,Impúdica,,,,,,,,,,,,,,,,,,,,,,
15/01/2022,2022,Ratched: Piloto,Película,sábado,Ratched:,Piloto,,,,,,,,,,,,,,,,,,,,,
14/01/2022,2022,El asesino del nudo,Película,viernes,El,asesino,del,nudo,,,,,,,,,,,,,,,,,,,
14/01/2022,2022,Rebelde: Temporada 1: La gran final,Serie,viernes,Rebelde:,Temporada,1:,La,gran,final,,,,,,,,,,,,,,,,,
14/01/2022,2022,Rebelde: Temporada 1: Hasta que amanezca,Serie,viernes,Rebelde:,Temporada,1:,Hasta,que,amanezca,,,,,,,,,,,,,,,,,
14/01/2022,2022,Rebelde: Temporada 1: Sálvame,Serie,viernes,Rebelde:,Temporada,1:,Sálvame,,,,,,,,,,,,,,,,,,,
14/01/2022,2022,Rebelde: Temporada 1: La primera vez,Serie,viernes,Rebelde:,Temporada,1:,La,primera,vez,,,,,,,,,,,,,,,,,
12/01/2022,2022,Madam C. J. Walker: Una mujer hecha a sí misma: Miniserie: La chica Walker,Serie,miércoles,Madam,C.,J.,Walker:,Una,mujer,hecha,a,sí,misma:,Miniserie:,La,chica,Walker,,,,,,,,,
12/01/2022,2022,Madam C. J. Walker: Una mujer hecha a sí misma: Miniserie: Por sus propios medios,Serie,miércoles,Madam,C.,J.,Walker:,Una,mujer,hecha,a,sí,misma:,Miniserie:,Por,sus,propios,medios,,,,,,,,
11/01/2022,2022,Madam C. J. Walker: Una mujer hecha a sí misma: Miniserie: La pelea del siglo,Serie,martes,Madam,C.,J.,Walker:,Una,mujer,hecha,a,sí,misma:,Miniserie:,La,pelea,del,siglo,,,,,,,,
11/01/2022,2022,Rebelde: Temporada 1: Simulacro,Serie,martes,Rebelde:,Temporada,1:,Simulacro,,,,,,,,,,,,,,,,,,,
11/01/2022,2022,Rebelde: Temporada 1: Va a caer,Serie,martes,Rebelde:,Temporada,1:,Va,a,caer,,,,,,,,,,,,,,,,,
10/01/2022,2022,Rebelde: Temporada 1: Audiciones,Serie,lunes,Rebelde:,Temporada,1:,Audiciones,,,,,,,,,,,,,,,,,,,
10/01/2022,2022,Rebelde: Temporada 1: Bienvenides todes,Serie,lunes,Rebelde:,Temporada,1:,Bienvenides,todes,,,,,,,,,,,,,,,,,,
08/01/2022,2022,Madre/Androide,Película,sábado,Madre/Androide,,,,,,,,,,,,,,,,,,,,,,
05/01/2022,2022,Salir del ropero,Película,miércoles,Salir,del,ropero,,,,,,,,,,,,,,,,,,,,
04/01/2022,2022,Tony Robbins: A Date With Destiny,Película,martes,Tony,Robbins:,A,Date,With,Destiny,,,,,,,,,,,,,,,,,
03/01/2022,2022,The Crown: Temporada 3: Enredo,Serie,lunes,The,Crown:,Temporada,3:,Enredo,,,,,,,,,,,,,,,,,,
03/01/2022,2022,The Crown: Temporada 3: El hombre en suspenso,Serie,lunes,The,Crown:,Temporada,3:,El,hombre,en,suspenso,,,,,,,,,,,,,,,
31/12/2021,2021,La chica de Oslo: Episodio 10,Serie,viernes,La,chica,de,Oslo:,Episodio,10,,,,,,,,,,,,,,,,,
31/12/2021,2021,La chica de Oslo: Episodio 9,Serie,viernes,La,chica,de,Oslo:,Episodio,9,,,,,,,,,,,,,,,,,
31/12/2021,2021,La chica de Oslo: Episodio 8,Serie,viernes,La,chica,de,Oslo:,Episodio,8,,,,,,,,,,,,,,,,,
31/12/2021,2021,La chica de Oslo: Episodio 7,Serie,viernes,La,chica,de,Oslo:,Episodio,7,,,,,,,,,,,,,,,,,
31/12/2021,2021,La chica de Oslo: Episodio 6,Serie,viernes,La,chica,de,Oslo:,Episodio,6,,,,,,,,,,,,,,,,,
30/12/2021,2021,Colin en blanco y negro: Miniserie: Crystal,Serie,jueves,Colin,en,blanco,y,negro:,Miniserie:,Crystal,,,,,,,,,,,,,,,,
30/12/2021,2021,Colin en blanco y negro: Miniserie: La decisión,Serie,jueves,Colin,en,blanco,y,negro:,Miniserie:,La,decisión,,,,,,,,,,,,,,,
30/12/2021,2021,Colin en blanco y negro: Miniserie: Viaje por carretera,Serie,jueves,Colin,en,blanco,y,negro:,Miniserie:,Viaje,por,carretera,,,,,,,,,,,,,,
30/12/2021,2021,Colin en blanco y negro: Miniserie: Mariscal de campo,Serie,jueves,Colin,en,blanco,y,negro:,Miniserie:,Mariscal,de,campo,,,,,,,,,,,,,,
29/12/2021,2021,La chica de Oslo: Episodio 5,Serie,miércoles,La,chica,de,Oslo:,Episodio,5,,,,,,,,,,,,,,,,,
29/12/2021,2021,La chica de Oslo: Episodio 4,Serie,miércoles,La,chica,de,Oslo:,Episodio,4,,,,,,,,,,,,,,,,,
29/12/2021,2021,La chica de Oslo: Episodio 3,Serie,miércoles,La,chica,de,Oslo:,Episodio,3,,,,,,,,,,,,,,,,,
29/12/2021,2021,La chica de Oslo: Episodio 2,Serie,miércoles,La,chica,de,Oslo:,Episodio,2,,,,,,,,,,,,,,,,,
28/12/2021,2021,Colin en blanco y negro: Miniserie: Trenzas africanas,Serie,martes,Colin,en,blanco,y,negro:,Miniserie:,Trenzas,africanas,,,,,,,,,,,,,,,
28/12/2021,2021,La chica de Oslo: Episodio 1,Serie,martes,La,chica,de,Oslo:,Episodio,1,,,,,,,,,,,,,,,,,
25/12/2021,2021,Asesino en casa,Película,sábado,Asesino,en,casa,,,,,,,,,,,,,,,,,,,,
25/12/2021,2021,Si fueras yo,Película,sábado,Si,fueras,yo,,,,,,,,,,,,,,,,,,,,
24/12/2021,2021,Área 51,Película,viernes,Área,51,,,,,,,,,,,,,,,,,,,,,
24/12/2021,2021,Premoniciones,Película,viernes,Premoniciones,,,,,,,,,,,,,,,,,,,,,,
23/12/2021,2021,Crimen perfecto,Película,jueves,Crimen,perfecto,,,,,,,,,,,,,,,,,,,,,
23/12/2021,2021,Animalia en Australia,Película,jueves,Animalia,en,Australia,,,,,,,,,,,,,,,,,,,,
23/12/2021,2021,,Película,jueves,#VALOR!,,,,,,,,,,,,,,,,,,,,,,
23/12/2021,2021,Infierno en la tormenta,Película,jueves,Infierno,en,la,tormenta,,,,,,,,,,,,,,,,,,,
22/12/2021,2021,Spider-Man: De regreso a casa,Película,miércoles,Spider-Man:,De,regreso,a,casa,,,,,,,,,,,,,,,,,,
21/12/2021,2021,The Crown: Temporada 3: Polvo lunar,Serie,martes,The,Crown:,Temporada,3:,Polvo,lunar,,,,,,,,,,,,,,,,,
19/12/2021,2021,Imperdonable,Película,domingo,Imperdonable,,,,,,,,,,,,,,,,,,,,,,
15/12/2021,2021,"Start-Up: Familia, amigos e idiotas",Película,miércoles,Start-Up:,"Familia,",amigos,e,idiotas,,,,,,,,,,,,,,,,,,
15/12/2021,2021,Start-Up: Start-up,Película,miércoles,Start-Up:,Start-up,,,,,,,,,,,,,,,,,,,,,
15/12/2021,2021,Clickbait: Miniserie: La amante,Serie,miércoles,Clickbait:,Miniserie:,La,amante,,,,,,,,,,,,,,,,,,,
13/12/2021,2021,Anónima,Película,lunes,Anónima,,,,,,,,,,,,,,,,,,,,,,
9/12/2021,2021,Soltero en Navidad,Película,jueves,Soltero,en,Navidad,,,,,,,,,,,,,,,,,,,,
7/12/2021,2021,The Crown: Temporada 3: Tywysog Cymru,Serie,martes,The,Crown:,Temporada,3:,Tywysog,Cymru,,,,,,,,,,,,,,,,,
7/12/2021,2021,¿Qué pasó ayer? Parte III,Película,martes,¿Qué,pasó,ayer?,Parte,III,,,,,,,,,,,,,,,,,,
7/12/2021,2021,Atrápame si puedes,Película,martes,Atrápame,si,puedes,,,,,,,,,,,,,,,,,,,,
5/12/2021,2021,Una historia real: Miniserie: Capítulo 7: Como Caín y Abel,Serie,domingo,Una,historia,real:,Miniserie:,Capítulo 7:,Como,Caín,y,Abel,,,,,,,,,,,,,,
5/12/2021,2021,Una historia real: Miniserie: Capítulo 6: Todo por la familia,Serie,domingo,Una,historia,real:,Miniserie:,Capítulo 6:,Todo,por,la,familia,,,,,,,,,,,,,,
4/12/2021,2021,Colonia Dignidad: Una secta alemana en Chile: La misión,Película,sábado,Colonia,Dignidad:,Una,secta,alemana,en,Chile:,La,misión,,,,,,,,,,,,,,
4/12/2021,2021,La casa de papel: Parte 5: ¿Crees en la reencarnación?,Película,sábado,La,casa,de,papel:,Parte,5:,¿Crees,en,la,reencarnación?,,,,,,,,,,,,,
4/12/2021,2021,La casa de papel: Parte 5: El final del camino,Película,sábado,La,casa,de,papel:,Parte,5:,El,final,del,camino,,,,,,,,,,,,,
4/12/2021,2021,La casa de papel: Parte 4: La boda de Berlín,Película,sábado,La,casa,de,papel:,Parte,4:,La,boda,de,Berlín,,,,,,,,,,,,,
2/12/2021,2021,Colonia,Película,jueves,Colonia,,,,,,,,,,,,,,,,,,,,,,
2/12/2021,2021,La casa de los abuelos,Película,jueves,La,casa,de,los,abuelos,,,,,,,,,,,,,,,,,,
2/12/2021,2021,"Calle de la Humanidad, 8",Película,jueves,Calle,de,la,"Humanidad,",8,,,,,,,,,,,,,,,,,,
2/12/2021,2021,Una historia real: Miniserie: Capítulo 5: Resentimientos,Serie,jueves,Una,historia,real:,Miniserie:,Capítulo 5:,Resentimientos,,,,,,,,,,,,,,,,,
2/12/2021,2021,Una historia real: Miniserie: Capítulo 4: Deberíamos estar juntos también,Serie,jueves,Una,historia,real:,Miniserie:,Capítulo 4:,Deberíamos,estar,juntos,también,,,,,,,,,,,,,,
2/12/2021,2021,Una historia real: Miniserie: Capítulo 3: La vuelta de la victoria,Serie,jueves,Una,historia,real:,Miniserie:,Capítulo 3:,La,vuelta,de,la,victoria,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: El mejor de la clase es...,Película,miércoles,Academia,del,Chocolate:,El,mejor,de,la,clase,es...,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Dame un poco de azúcar,Película,miércoles,Academia,del,Chocolate:,Dame,un,poco,de,azúcar,,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Chocolate volador,Película,miércoles,Academia,del,Chocolate:,Chocolate,volador,,,,,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Sorpresas semiamargas,Película,miércoles,Academia,del,Chocolate:,Sorpresas,semiamargas,,,,,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Chocolate que pende de un hilo,Película,miércoles,Academia,del,Chocolate:,Chocolate,que,pende,de,un,hilo,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Hazlo chorrear,Película,miércoles,Academia,del,Chocolate:,Hazlo,chorrear,,,,,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Dulces engaños,Película,miércoles,Academia,del,Chocolate:,Dulces,engaños,,,,,,,,,,,,,,,,,,
1/12/2021,2021,Academia del Chocolate: Rompe el molde y dobla el chocolate,Película,miércoles,Academia,del,Chocolate:,Rompe,el,molde,y,dobla,el,chocolate,,,,,,,,,,,,,
1/12/2021,2021,Una historia real: Miniserie: Capítulo 2: Griego para llevar,Serie,miércoles,Una,historia,real:,Miniserie:,Capítulo 2:,Griego,para,llevar,,,,,,,,,,,,,,,
1/12/2021,2021,Una historia real: Miniserie: Capítulo 1: El rey de la comedia,Serie,miércoles,Una,historia,real:,Miniserie:,Capítulo 1:,El,rey,de,la,comedia,,,,,,,,,,,,,
1/12/2021,2021,The Crown: Temporada 3: Golpe de Estado,Serie,miércoles,The,Crown:,Temporada,3:,Golpe,de,Estado,,,,,,,,,,,,,,,,
30/11/2021,2021,Elfos: Årmandsø,Película,martes,Elfos:,Årmandsø,,,,,,,,,,,,,,,,,,,,,
30/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 6,Serie,martes,Rumbo,al,infierno:,Temporada,1:,Episodio,6,,,,,,,,,,,,,,,,
30/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 5,Serie,martes,Rumbo,al,infierno:,Temporada,1:,Episodio,5,,,,,,,,,,,,,,,,
30/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 4,Serie,martes,Rumbo,al,infierno:,Temporada,1:,Episodio,4,,,,,,,,,,,,,,,,
29/11/2021,2021,Herida,Película,lunes,Herida,,,,,,,,,,,,,,,,,,,,,,
29/11/2021,2021,Workin' Moms: Temporada 1: Piloto,Serie,lunes,Workin',Moms:,Temporada,1:,Piloto,,,,,,,,,,,,,,,,,,
29/11/2021,2021,Ricos y malcriados,Película,lunes,Ricos,y,malcriados,,,,,,,,,,,,,,,,,,,,
28/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 3,Serie,domingo,Rumbo,al,infierno:,Temporada,1:,Episodio,3,,,,,,,,,,,,,,,,
28/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 2,Serie,domingo,Rumbo,al,infierno:,Temporada,1:,Episodio,2,,,,,,,,,,,,,,,,
28/11/2021,2021,Rumbo al infierno: Temporada 1: Episodio 1,Serie,domingo,Rumbo,al,infierno:,Temporada,1:,Episodio,1,,,,,,,,,,,,,,,,
27/11/2021,2021,La jefa,Película,sábado,La,jefa,,,,,,,,,,,,,,,,,,,,,
27/11/2021,2021,Extintos,Película,sábado,Extintos,,,,,,,,,,,,,,,,,,,,,,
26/11/2021,2021,Vikingos: Temporada 6: Almas perdidas,Serie,viernes,Vikingos:,Temporada,6:,Almas,perdidas,,,,,,,,,,,,,,,,,,
25/11/2021,2021,La casa de papel: Parte 4: Game Over,Película,jueves,La,casa,de,papel:,Parte,4:,Game,Over,,,,,,,,,,,,,,,
23/11/2021,2021,Las cosas por limpiar: Miniserie: Vidrio marino,Serie,martes,Las,cosas,por,limpiar:,Miniserie:,Vidrio,marino,,,,,,,,,,,,,,,,
23/11/2021,2021,Las cosas por limpiar: Miniserie: Cachemir,Serie,martes,Las,cosas,por,limpiar:,Miniserie:,Cachemir,,,,,,,,,,,,,,,,,
23/11/2021,2021,Las cosas por limpiar: Miniserie: Ladrón,Serie,martes,Las,cosas,por,limpiar:,Miniserie:,Ladrón,,,,,,,,,,,,,,,,,
22/11/2021,2021,Vikingos: Temporada 6: La señal,Serie,lunes,Vikingos:,Temporada,6:,La,señal,,,,,,,,,,,,,,,,,,
22/11/2021,2021,Vikingos: Temporada 6: Todos cambian,Serie,lunes,Vikingos:,Temporada,6:,Todos,cambian,,,,,,,,,,,,,,,,,,
22/11/2021,2021,Al filo del mañana,Película,lunes,Al,filo,del,mañana,,,,,,,,,,,,,,,,,,,
22/11/2021,2021,Vikingos: Temporada 6: Rey de reyes,Serie,lunes,Vikingos:,Temporada,6:,Rey,de,reyes,,,,,,,,,,,,,,,,,
22/11/2021,2021,Así nos ven: Miniserie: Parte 1,Serie,lunes,Así,nos,ven:,Miniserie:,Parte,1,,,,,,,,,,,,,,,,,
20/11/2021,2021,El efecto mariposa,Película,sábado,El,efecto,mariposa,,,,,,,,,,,,,,,,,,,,
20/11/2021,2021,Intercambio de princesas 3,Película,sábado,Intercambio,de,princesas,3,,,,,,,,,,,,,,,,,,,
16/11/2021,2021,¡Qué duro es el amor!,Película,martes,¡Qué,duro,es,el,amor!,,,,,,,,,,,,,,,,,,
16/11/2021,2021,Big Mouth: Temporada 1: Las chicas también se excitan,Serie,martes,Big,Mouth:,Temporada,1:,Las,chicas,también,se,excitan,,,,,,,,,,,,,,
16/11/2021,2021,Big Mouth: Temporada 1: Pijamada: una horrible experiencia de brutalidad emocional,Serie,martes,Big,Mouth:,Temporada,1:,Pijamada:,una,horrible,experiencia,de,brutalidad,emocional,,,,,,,,,,,,
16/11/2021,2021,Big Mouth: Temporada 1: ¿Soy gay?,Serie,martes,Big,Mouth:,Temporada,1:,¿Soy,gay?,,,,,,,,,,,,,,,,,
16/11/2021,2021,Big Mouth: Temporada 1: Todos sangran,Serie,martes,Big,Mouth:,Temporada,1:,Todos,sangran,,,,,,,,,,,,,,,,,
15/11/2021,2021,Big Mouth: Temporada 1: Eyaculación,Serie,lunes,Big,Mouth:,Temporada,1:,Eyaculación,,,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Demasiado tarde,Película,domingo,La,venganza,de,las,Juanas:,Demasiado,tarde,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Otra hija,Película,domingo,La,venganza,de,las,Juanas:,Otra,hija,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Un tipo perfecto,Película,domingo,La,venganza,de,las,Juanas:,Un,tipo,perfecto,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Pesadillas,Película,domingo,La,venganza,de,las,Juanas:,Pesadillas,,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Federico,Película,domingo,La,venganza,de,las,Juanas:,Federico,,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Treinta días,Película,domingo,La,venganza,de,las,Juanas:,Treinta,días,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Plan B,Película,domingo,La,venganza,de,las,Juanas:,Plan,B,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Los secretos no mueren,Película,domingo,La,venganza,de,las,Juanas:,Los,secretos,no,mueren,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: 98 %,Película,domingo,La,venganza,de,las,Juanas:,98 %,,,,,,,,,,,,,,,,,
14/11/2021,2021,La venganza de las Juanas: Réplicas,Película,domingo,La,venganza,de,las,Juanas:,Réplicas,,,,,,,,,,,,,,,,,
13/11/2021,2021,Chicas buenas: Temporada 4: Chef Boyardee,Serie,sábado,Chicas,buenas:,Temporada,4:,Chef,Boyardee,,,,,,,,,,,,,,,,,
